epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,17563.7,1.11102,1.32684,0.93806,0.57211,0.51184,0.55362,0.3526,1.20786,1.03688,0.89428,0.00344661,0.00344661,0.00344661
123,17707.4,1.09693,1.2771,0.92341,0.55794,0.50671,0.55089,0.35695,1.16942,1.01844,0.88779,0.00337325,0.00337325,0.00337325
124,17850.7,1.07834,1.25047,0.91749,0.5289,0.52571,0.54722,0.36156,1.13296,1.03038,0.87848,0.0033003,0.0033003,0.0033003
125,17993.6,1.08299,1.27065,0.92188,0.55167,0.49629,0.54482,0.36553,1.1131,1.01945,0.88044,0.00322778,0.00322778,0.00322778
126,18137,1.07991,1.28503,0.93213,0.54496,0.49762,0.54937,0.36617,1.12362,1.02142,0.88041,0.00315572,0.00315572,0.00315572
127,18279.8,1.07718,1.26305,0.937,0.56446,0.51118,0.55405,0.36808,1.11846,1.02361,0.87697,0.00308412,0.00308412,0.00308412
128,18423.6,1.09054,1.23662,0.92872,0.5661,0.51635,0.56274,0.39015,1.01526,0.99778,0.8544,0.003013,0.003013,0.003013
129,18567.1,1.0819,1.25626,0.93573,0.51975,0.54636,0.56292,0.36958,1.15023,1.01289,0.88204,0.00294239,0.00294239,0.00294239
130,18710.3,1.06615,1.23563,0.92276,0.54529,0.53484,0.56296,0.38363,1.07259,0.99209,0.87093,0.0028723,0.0028723,0.0028723
131,18853.6,1.05808,1.23436,0.91066,0.57805,0.50222,0.55751,0.38441,1.0276,1.25371,0.85819,0.00280275,0.00280275,0.00280275
132,18996.5,1.06455,1.27202,0.92004,0.52927,0.51354,0.54817,0.37366,1.0617,2.66751,0.86565,0.00273375,0.00273375,0.00273375
133,19138.6,1.05506,1.24238,0.91155,0.49573,0.54591,0.5476,0.36232,1.11458,1.96846,0.87063,0.00266532,0.00266532,0.00266532
134,19281.7,1.07986,1.19221,0.92841,0.56075,0.50801,0.56216,0.3784,1.08325,1.02772,0.86952,0.00259748,0.00259748,0.00259748
135,19425.7,1.04114,1.22168,0.91435,0.53614,0.539,0.57333,0.38253,1.07914,0.95977,0.86658,0.00253024,0.00253024,0.00253024
136,19568.2,1.04596,1.23756,0.91005,0.53624,0.52593,0.56785,0.38226,1.09968,0.9871,0.87169,0.00246363,0.00246363,0.00246363
137,19710.7,1.05535,1.22825,0.90842,0.54965,0.51682,0.57269,0.39212,1.07564,0.97376,0.86842,0.00239766,0.00239766,0.00239766
138,19853.9,1.05636,1.18387,0.91416,0.56453,0.51892,0.57121,0.38851,1.06791,0.95505,0.86399,0.00233234,0.00233234,0.00233234
139,19996.7,1.03639,1.19688,0.91535,0.56551,0.51109,0.56561,0.38871,1.04377,0.95909,0.86327,0.00226769,0.00226769,0.00226769
140,20140.4,1.04009,1.22603,0.92622,0.51137,0.5466,0.56991,0.38893,1.07473,0.96237,0.86839,0.00220372,0.00220372,0.00220372
141,20283.1,1.02879,1.2,0.90929,0.57243,0.50401,0.57547,0.3943,1.05605,0.95426,0.86426,0.00214046,0.00214046,0.00214046
142,20426,1.05006,1.19649,0.92053,0.54903,0.53489,0.57945,0.39162,1.07438,0.95504,0.87062,0.00207792,0.00207792,0.00207792
143,20568.5,1.04607,1.20846,0.91952,0.55567,0.52914,0.57447,0.40179,1.00838,0.95382,0.85878,0.00201611,0.00201611,0.00201611
144,20711.6,1.03593,1.17801,0.91568,0.54435,0.54855,0.58075,0.40476,1.00687,0.93622,0.85871,0.00195505,0.00195505,0.00195505
145,20854.8,1.01433,1.16235,0.90536,0.54227,0.56257,0.58072,0.40091,1.03005,0.9365,0.86359,0.00189475,0.00189475,0.00189475
146,20998.3,1.03461,1.15718,0.9219,0.53622,0.55856,0.58458,0.40633,1.02842,0.93937,0.86387,0.00183523,0.00183523,0.00183523
147,21141.9,1.01672,1.18627,0.91752,0.59136,0.52303,0.58651,0.41025,1.00519,0.93171,0.85717,0.00177651,0.00177651,0.00177651
148,21285.2,1.02332,1.15974,0.91179,0.58168,0.52897,0.58423,0.40323,1.02635,0.93062,0.86122,0.00171859,0.00171859,0.00171859
149,21428.2,0.99972,1.14017,0.91207,0.55195,0.55469,0.58657,0.40377,1.03803,0.92433,0.86285,0.00166149,0.00166149,0.00166149
150,21571.9,1.00902,1.13893,0.91753,0.58218,0.54121,0.59095,0.40436,1.04233,0.93036,0.86396,0.00160523,0.00160523,0.00160523
151,21714.4,1.04006,1.15537,0.92784,0.55641,0.56186,0.59077,0.4063,1.0464,0.92715,0.86779,0.00154982,0.00154982,0.00154982
152,21857.5,1.01215,1.15648,0.90263,0.55792,0.56321,0.58658,0.40585,1.03171,0.93335,0.86204,0.00149527,0.00149527,0.00149527
153,22002.2,1.00463,1.12624,0.91043,0.5671,0.55987,0.58951,0.40775,1.02409,0.92259,0.86039,0.00144161,0.00144161,0.00144161
154,22145.6,1.01365,1.14982,0.90251,0.58125,0.54657,0.59168,0.40796,1.03798,0.92406,0.86162,0.00138883,0.00138883,0.00138883
155,22289.1,1.02247,1.15002,0.90937,0.53626,0.5848,0.59153,0.41045,1.01919,0.91526,0.86134,0.00133695,0.00133695,0.00133695
156,22433.2,1.01036,1.11972,0.9022,0.60292,0.50672,0.59182,0.40969,1.02799,0.91766,0.86213,0.00128599,0.00128599,0.00128599
157,22576.1,1.00202,1.12377,0.90264,0.54881,0.55939,0.59346,0.41677,0.97087,0.90729,0.8465,0.00123596,0.00123596,0.00123596
158,22719.8,1.01139,1.14587,0.9031,0.55935,0.54625,0.59502,0.41868,0.97476,0.90212,0.84882,0.00118687,0.00118687,0.00118687
159,22864.5,0.99762,1.12446,0.90552,0.57334,0.53542,0.5957,0.41308,1.00867,0.91443,0.85424,0.00113873,0.00113873,0.00113873
160,23007.9,1.01521,1.12514,0.90873,0.5549,0.54575,0.59442,0.4136,1.01645,0.91816,0.85506,0.00109156,0.00109156,0.00109156
161,23152,0.99058,1.13064,0.90577,0.59593,0.53168,0.59957,0.41704,1.02387,0.91234,0.85708,0.00104537,0.00104537,0.00104537
162,23295.1,0.98316,1.08644,0.90571,0.59865,0.54659,0.59617,0.41578,1.0146,0.9194,0.85536,0.00100016,0.00100016,0.00100016
163,23438.9,0.98774,1.10086,0.89623,0.57598,0.53938,0.59563,0.41091,1.02866,0.91144,0.85948,0.000955951,0.000955951,0.000955951
164,23582.1,0.9866,1.10875,0.90481,0.56808,0.54847,0.59817,0.42115,0.9998,0.89864,0.85437,0.000912754,0.000912754,0.000912754
165,23727.2,1.00171,1.13225,0.90777,0.56099,0.55982,0.60046,0.41955,1.00621,0.89733,0.85386,0.000870577,0.000870577,0.000870577
166,23871.2,0.98871,1.11189,0.90467,0.53748,0.58299,0.60521,0.41797,1.03269,0.89248,0.85854,0.000829431,0.000829431,0.000829431
167,24014.9,0.98174,1.08955,0.8938,0.58161,0.5406,0.60267,0.41874,1.01861,0.90238,0.85591,0.000789327,0.000789327,0.000789327
168,24158,0.97314,1.10571,0.89853,0.57664,0.53545,0.60225,0.42256,0.99811,0.90108,0.85144,0.000750274,0.000750274,0.000750274
169,24301.8,0.99278,1.07842,0.90266,0.61152,0.5118,0.6046,0.42335,1.00239,0.89453,0.85382,0.000712282,0.000712282,0.000712282
170,24445,0.98074,1.10379,0.90442,0.59697,0.53113,0.60621,0.42468,1.00142,0.88951,0.85249,0.00067536,0.00067536,0.00067536
171,24588.7,0.97654,1.124,0.9011,0.60034,0.53134,0.60659,0.42536,0.99986,0.88957,0.85233,0.000639518,0.000639518,0.000639518
172,24732.2,0.97731,1.10803,0.90304,0.55957,0.55643,0.60759,0.4274,1.0021,0.89072,0.85314,0.000604763,0.000604763,0.000604763
173,24876.1,0.99247,1.11126,0.8977,0.61866,0.52652,0.61213,0.42866,0.99792,0.88706,0.85274,0.000571106,0.000571106,0.000571106
174,25019.6,0.97767,1.11844,0.89819,0.63002,0.5288,0.61364,0.43004,1.00239,0.87873,0.85469,0.000538554,0.000538554,0.000538554
175,25162.4,0.97932,1.06925,0.90103,0.61649,0.53165,0.61233,0.42699,1.01325,0.88516,0.85673,0.000507115,0.000507115,0.000507115
176,25305.5,0.97477,1.09239,0.90241,0.60715,0.54435,0.6157,0.43178,1.00595,0.87886,0.85501,0.000476796,0.000476796,0.000476796
177,25448,0.96228,1.09081,0.89938,0.59615,0.55077,0.61313,0.42926,1.00657,0.88306,0.85439,0.000447606,0.000447606,0.000447606
178,25590.6,0.96943,1.08135,0.89548,0.60342,0.53922,0.61058,0.42533,1.00941,0.88945,0.85505,0.000419552,0.000419552,0.000419552
179,25732,0.96549,1.09361,0.88929,0.59017,0.54898,0.60909,0.42641,0.99821,0.88788,0.85288,0.00039264,0.00039264,0.00039264
180,25874.1,0.95763,1.08088,0.90803,0.59377,0.54657,0.61022,0.4299,0.99234,0.88274,0.85185,0.000366877,0.000366877,0.000366877
181,26111.9,0.8844,0.89511,0.879,0.6199,0.5249,0.6112,0.43189,0.99045,0.88174,0.85117,0.00034227,0.00034227,0.00034227
182,26253.8,0.88333,0.90092,0.87318,0.58244,0.56643,0.61132,0.43267,0.99196,0.87823,0.85147,0.000318825,0.000318825,0.000318825
183,26395.4,0.88482,0.89554,0.88661,0.58197,0.55712,0.61306,0.43259,0.99807,0.87973,0.85204,0.000296546,0.000296546,0.000296546
184,26537,0.90164,0.9019,0.8822,0.57508,0.56506,0.61423,0.43401,0.99426,0.87548,0.85309,0.000275441,0.000275441,0.000275441
185,26677.7,0.87694,0.86944,0.87533,0.56637,0.57207,0.6158,0.43369,0.99908,0.87766,0.85379,0.000255513,0.000255513,0.000255513
186,26818.6,0.88579,0.91042,0.88422,0.59154,0.55545,0.61713,0.43499,0.99492,0.87674,0.85342,0.000236769,0.000236769,0.000236769
187,26958.9,0.87947,0.90497,0.88126,0.60639,0.54015,0.61594,0.43581,0.98806,0.87572,0.85196,0.000219212,0.000219212,0.000219212
188,27100.1,0.88213,0.91919,0.87835,0.61735,0.53104,0.61526,0.4371,0.98017,0.87549,0.85019,0.000202847,0.000202847,0.000202847
189,27240,0.8803,0.89311,0.88072,0.60093,0.54025,0.61634,0.43735,0.97734,0.87445,0.85036,0.000187678,0.000187678,0.000187678
190,27380.2,0.88588,0.87405,0.87203,0.60211,0.54569,0.61599,0.43724,0.9819,0.87618,0.85133,0.000173709,0.000173709,0.000173709
191,27520.5,0.88851,0.88214,0.88015,0.58763,0.55849,0.61663,0.43738,0.98167,0.87298,0.85082,0.000160943,0.000160943,0.000160943
192,27661.7,0.87581,0.8689,0.87609,0.58803,0.55836,0.6156,0.43585,0.98684,0.87485,0.85162,0.000149383,0.000149383,0.000149383
193,27802.6,0.8736,0.86569,0.88223,0.59368,0.55296,0.61649,0.43712,0.98397,0.87331,0.851,0.000139032,0.000139032,0.000139032
194,27943.3,0.8866,0.88697,0.88296,0.5887,0.56041,0.61556,0.43345,0.99204,0.87618,0.85222,0.000129893,0.000129893,0.000129893
195,28083.4,0.86921,0.8837,0.87379,0.58969,0.56341,0.61595,0.43529,0.98648,0.87825,0.85167,0.000121968,0.000121968,0.000121968
196,28223.8,0.86374,0.87185,0.88037,0.59368,0.5589,0.61628,0.43676,0.98071,0.87472,0.84977,0.000115259,0.000115259,0.000115259
197,28364.4,0.87825,0.8823,0.88211,0.57944,0.57393,0.61653,0.43791,0.97532,0.87481,0.8486,0.000109768,0.000109768,0.000109768
198,28504.9,0.87997,0.87945,0.87753,0.58096,0.57071,0.61721,0.43983,0.96748,0.87458,0.84706,0.000105495,0.000105495,0.000105495
199,28646.5,0.87037,0.87488,0.86882,0.59491,0.55992,0.61769,0.44057,0.96344,0.87507,0.84643,0.000102443,0.000102443,0.000102443
200,28787.4,0.87868,0.88552,0.87081,0.59476,0.55687,0.61737,0.43913,0.96894,0.87457,0.84714,0.000100611,0.000100611,0.000100611
